ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2018-0108,1,2018-10-09,14:00:00,2018,10,9,14,MARTES,DIA,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.36154069,-34.60463618
2018-0109,1,2018-10-10,22:12:00,2018,10,10,22,MIERCOLES,NOCHE,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37062179,-34.60066507
2018-0110,1,2018-10-13,03:05:00,2018,10,13,3,SABADO,NOCHE,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,PEATON-MOTO,PEATON,MOTO,-58.43220014,-34.60207186
2018-0111,1,2018-10-19,12:13:00,2018,10,19,12,VIERNES,DIA,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,-58.46958442,-34.64949724
2018-0112,1,2018-10-24,09:18:00,2018,10,24,9,MIERCOLES,DIA,Muñecas y Serrano,CALLE,15,MOTO-CARGAS,MOTO,CARGAS,-58.44671397,-34.59970903
2018-0113,1,2018-10-25,11:00:00,2018,10,25,11,JUEVES,DIA,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,MOTO-CARGAS,MOTO,CARGAS,-58.47152163,-34.61474911
2018-0114,1,2018-10-30,02:15:00,2018,10,30,2,MARTES,NOCHE,Solis e Independencia Av.,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.39032921,-34.61807951
2018-0115,1,2018-10-31,12:30:00,2018,10,31,12,MIERCOLES,DIA,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52887773,-34.64297861
2018-0116,1,2018-11-01,10:50:00,2018,11,1,10,JUEVES,DIA,"Paz, Gral. Av. 14800",AUTOPISTA,8,PEATON-CARGAS,PEATON,CARGAS,-58.49371157,-34.67981324
2018-0117,1,2018-11-04,08:15:00,2018,11,4,8,DOMINGO,DIA,Av. Eva Perón 5321,AVENIDA,9,MOTO-MOTO,MOTO,MOTO,-58.48266599,-34.66012327
2018-0118,1,2018-11-05,14:49:00,2018,11,5,14,LUNES,DIA,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,PEATON-MOTO,PEATON,MOTO,-58.40612253,-34.60774301
2018-0119,1,2018-11-05,22:35:00,2018,11,5,22,LUNES,NOCHE,Rabanal y San Pedrito,AVENIDA,8,PEATON-SD,PEATON,SD,-58.43613623,-34.66292532
2018-0120,1,2018-11-09,13:34:00,2018,11,9,13,VIERNES,DIA,Monroe y Alvarez Thomas Av.,AVENIDA,12,PEATON-AUTO,PEATON,AUTO,-58.48250732,-34.57208238
2018-0121,1,2018-11-09,16:32:00,2018,11,9,16,VIERNES,DIA,Rivadavia Av. y Manzoni,AVENIDA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49945705,-34.6374328
2018-0122,1,2018-11-12,01:00:00,2018,11,12,1,LUNES,NOCHE,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.47743966,-34.67233407
2018-0123,1,2018-11-12,03:32:00,2018,11,12,3,LUNES,NOCHE,"Paz, Gral. Av. y Peron, Eva Av.",AUTOPISTA,9,AUTO-SD,AUTO,SD,-58.5025179,-34.67450313
2018-0124,1,2018-11-15,19:40:00,2018,11,15,19,JUEVES,NOCHE,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,CARGAS-CARGAS,CARGAS,CARGAS,-58.52144411,-34.63682499
2018-0125,1,2018-11-16,21:12:00,2018,11,16,21,VIERNES,NOCHE,Saenz Av. y Ventana,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41650465,-34.65084045
2018-0126,1,2018-11-18,12:11:00,2018,11,18,12,DOMINGO,DIA,Avda. General Paz y Cnel. Ramón Falcón,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,-58.52994219,-34.64055918
2018-0127,1,2018-11-19,09:14:00,2018,11,19,9,LUNES,DIA,Av. Gral. Paz y Av. de los Constituyentes,AUTOPISTA,12,MOTO-MOTO,MOTO,MOTO,-58.50993046,-34.56919739
2018-0128,2,2018-11-25,04:30:00,2018,11,25,4,DOMINGO,NOCHE,"Paz, Gral. Av. 11200",AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52844623,-34.64592873
2018-0129,1,2018-11-28,04:01:00,2018,11,28,4,MIERCOLES,NOCHE,"Newbery, Jorge Av. y Guevara",AVENIDA,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45021367,-34.58695347
2018-0130,1,2018-12-03,03:00:00,2018,12,3,3,LUNES,NOCHE,Gaona Av. y Segurola Av.,AVENIDA,10,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.49022072,-34.62770192
2018-0131,1,2018-12-07,19:10:00,2018,12,7,19,VIERNES,NOCHE,"Madero, Eduardo Av. 550",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.36860866,-34.60106568
2018-0132,1,2018-12-12,08:26:00,2018,12,12,8,MIERCOLES,DIA,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,2,PEATON-CARGAS,PEATON,CARGAS,-58.39490504,-34.57241534
2018-0133,1,2018-12-12,14:07:00,2018,12,12,14,MIERCOLES,DIA,Nazca Av. y Rivadavia Av.,AVENIDA,7,PEATON-CARGAS,PEATON,CARGAS,-58.46963952,-34.63070603
2018-0134,1,2018-12-12,21:00:00,2018,12,12,21,MIERCOLES,NOCHE,La Plata Av. y Caseros Av.,AVENIDA,7,PEATON-MOTO,PEATON,MOTO,-58.42349365,-34.64019887
2018-0135,1,2018-12-18,14:40:00,2018,12,18,14,MARTES,DIA,Belgrano Av. y Peru,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37471802,-34.61265002
2018-0136,1,2018-12-18,15:42:00,2018,12,18,15,MARTES,DIA,Rivadavia Av. 7013,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46438789,-34.62913916
2018-0137,1,2018-12-18,20:15:00,2018,12,18,20,MARTES,NOCHE,Adolfo Alsina y Santiago del Estero,CALLE,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38481975,-34.61100424
2018-0138,1,2018-12-21,09:30:00,2018,12,21,9,VIERNES,DIA,Bermudez 1893,CALLE,10,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,-58.50751833,-34.62073702
2018-0139,1,2018-12-22,06:30:00,2018,12,22,6,SABADO,DIA,Santander 1974,CALLE,7,MOTO-MOTO,MOTO,MOTO,-58.44682986,-34.63888084
2018-0140,1,2018-12-22,08:05:00,2018,12,22,8,SABADO,DIA,Julieta Lanteri 1400,CALLE,1,AUTO-AUTO,AUTO,AUTO,-58.3600465,-34.61381341
2018-0141,1,2018-12-22,17:40:00,2018,12,22,17,SABADO,DIA,Maza y Av. Independencia,AVENIDA,5,PEATON-MOTO,PEATON,MOTO,-58.41509546,-34.62085945
2018-0142,1,2018-12-25,13:30:00,2018,12,25,13,MARTES,DIA,"PAZ, GRAL. AV. 5172",AUTOPISTA,12,CARGAS-PASAJEROS,CARGAS,PASAJEROS,-58.50997604,-34.57251072
2018-0143,1,2018-12-29,05:25:00,2018,12,29,5,SABADO,NOCHE,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,10,MOTO-AUTO,MOTO,AUTO,-58.48606475,-34.64047818
2019-0001,1,2019-01-08,08:30:00,2019,1,8,8,MARTES,DIA,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,MOTO-CARGAS,MOTO,CARGAS,-58.38526125,-34.5780581
2019-0002,1,2019-01-09,04:00:00,2019,1,9,4,MIERCOLES,NOCHE,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,-58.45463662,-34.65082149
2019-0003,1,2019-01-12,08:00:00,2019,1,12,8,SABADO,DIA,SAN MARTIN AV. Y TERRADA,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.49121672,-34.59718073
2019-0004,1,2019-01-14,19:58:00,2019,1,14,19,LUNES,NOCHE,"PERON, EVA AV. Y MEDINA",AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.47325712,-34.65284605
2019-0005,1,2019-01-19,12:00:00,2019,1,19,12,SABADO,DIA,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,-58.52108101,-34.63382309
2019-0006,1,2019-01-23,05:45:00,2019,1,23,5,MIERCOLES,NOCHE,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,14,PEATON-AUTO,PEATON,AUTO,-58.41652702,-34.55509606
2019-0007,1,2019-01-26,19:34:00,2019,1,26,19,SABADO,NOCHE,"MITRE, BARTOLOME Y YATAY",CALLE,5,MOTO-AUTO,MOTO,AUTO,-58.42891604,-34.6107166
2019-0008,1,2019-01-30,22:45:00,2019,1,30,22,MIERCOLES,NOCHE,"PAZ, GRAL. AV. 16080",AUTOPISTA,8,MULTIPLE,MOTO,MULTIPLE,-58.47802293,-34.69156793
2019-0009,1,2019-01-31,14:55:00,2019,1,31,14,JUEVES,DIA,CHACABUCO Y SAN JUAN AV.,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.37564821,-34.62200207
2019-0010,2,2019-02-02,07:50:00,2019,2,2,7,SABADO,DIA,DEL LIBERTADOR AV. 4100,AVENIDA,14,PEATON-AUTO,PEATON,AUTO,-58.42668489,-34.56961468
2019-0011,1,2019-02-10,01:00:00,2019,2,10,1,DOMINGO,NOCHE,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",AUTOPISTA,9,PEATON-AUTO,PEATON,AUTO,-58.5183993,-34.66252488
2019-0012,1,2019-02-17,03:16:00,2019,2,17,3,DOMINGO,NOCHE,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.48432691,-34.67665828
2019-0013,1,2019-02-20,07:30:00,2019,2,20,7,MIERCOLES,DIA,SALVIGNY Y MOM,CALLE,7,PEATON-AUTO,PEATON,AUTO,-58.4338383,-34.64457699
2019-0014,1,2019-02-20,17:30:00,2019,2,20,17,MIERCOLES,DIA,"LAMARCA, EMILIO 5402",CALLE,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.51664939,-34.58657938
2019-0015,1,2019-02-23,06:57:00,2019,2,23,6,SABADO,DIA,SAN MARTIN AV. 5638,AVENIDA,11,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.49613012,-34.59703502
2019-0016,1,2019-02-24,02:00:00,2019,2,24,2,DOMINGO,NOCHE,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38313603,-34.63356284
2019-0017,1,2019-03-03,07:00:00,2019,3,3,7,DOMINGO,DIA,MEXICO Y PICHINCHA,CALLE,3,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.39914719,-34.61632317
2019-0018,1,2019-03-03,23:30:00,2019,3,3,23,DOMINGO,NOCHE,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,-58.44927253,-34.54048625
2019-0019,1,2019-03-06,12:00:00,2019,3,6,12,MIERCOLES,DIA,DEL LIBERTADOR AV. 6326,AVENIDA,13,MOTO-AUTO,MOTO,AUTO,-58.45049163,-34.55374003
2019-0020,1,2019-03-07,21:01:00,2019,3,7,21,JUEVES,NOCHE,CHICLANA AV. 3444,AVENIDA,5,MOTO-AUTO,MOTO,AUTO,-58.41288952,-34.63572989
2019-0021,1,2019-03-15,22:50:00,2019,3,15,22,VIERNES,NOCHE,BOYACA AV. Y YERBAL,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.45743597,-34.62561234
2019-0022,1,2019-03-15,00:00:00,2019,3,15,0,VIERNES,NOCHE,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,1,AUTO-SD,AUTO,SD,-58.39123782,-34.62352245
2019-0023,1,2019-03-16,08:28:00,2019,3,16,8,SABADO,DIA,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AUTOPISTA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.52922765,-34.63637963
2019-0024,1,2019-03-19,07:12:00,2019,3,19,7,MARTES,DIA,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.37208118,-34.58541957
2019-0025,1,2019-03-22,13:10:00,2019,3,22,13,VIERNES,DIA,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,5,PEATON-AUTO,PEATON,AUTO,-58.41458534,-34.60937557
2019-0026,1,2019-03-28,07:32:00,2019,3,28,7,JUEVES,DIA,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47976785,-34.69153196
2019-0027,1,2019-03-28,11:11:00,2019,3,28,11,JUEVES,DIA,SANTA FE AV. Y AZCUENAGA,AVENIDA,2,MULTIPLE,BICICLETA,MULTIPLE,-58.39990285,-34.59511714
2019-0028,1,2019-04-06,09:15:00,2019,4,6,9,SABADO,DIA,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,11,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46051346,-34.60588536
2019-0029,1,2019-04-07,10:15:00,2019,4,7,10,DOMINGO,DIA,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.47976785,-34.69153196
2019-0030,1,2019-04-09,16:00:00,2019,4,9,16,MARTES,DIA,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,7,MOTO-CARGAS,MOTO,CARGAS,-58.45457546,-34.62447891
2019-0031,1,2019-04-12,19:55:00,2019,4,12,19,VIERNES,NOCHE,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.36951669,-34.59832047
2019-0032,1,2019-04-16,11:00:00,2019,4,16,11,MARTES,DIA,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,11,PEATON-AUTO,PEATON,AUTO,-58.46415322,-34.6044379
2019-0033,1,2019-04-18,01:00:00,2019,4,18,1,JUEVES,NOCHE,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,1,MOTO-SD,MOTO,SD,-58.36607137,-34.62150748
2019-0034,1,2019-04-21,09:08:00,2019,4,21,9,DOMINGO,DIA,"MORENO, PERITO AV. 3050",AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45537373,-34.65093074
2019-0035,1,2019-04-23,14:10:00,2019,4,23,14,MARTES,DIA,SUIPACHA 665,CALLE,1,PEATON-BICICLETA,PEATON,BICICLETA,-58.37942637,-34.60053054
2019-0036,1,2019-04-26,22:46:00,2019,4,26,22,VIERNES,NOCHE,RIGLOS Y FORMOSA,CALLE,6,MOTO-AUTO,MOTO,AUTO,-58.4368044,-34.62147504
2019-0037,1,2019-05-01,23:10:00,2019,5,1,23,MIERCOLES,NOCHE,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,-58.40778291,-34.61971907
2019-0038,1,2019-05-04,14:10:00,2019,5,4,14,SABADO,DIA,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,13,PEATON-MOTO,PEATON,MOTO,-58.45212523,-34.54628513
2019-0039,1,2019-05-09,03:05:00,2019,5,9,3,JUEVES,NOCHE,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.46749188,-34.63551751
2019-0040,1,2019-05-09,12:45:00,2019,5,9,12,JUEVES,DIA,PUAN Y SANTANDER,CALLE,7,MOTO-SD,MOTO,SD,-58.4426358,-34.63679732
2019-0041,1,2019-05-11,20:30:00,2019,5,11,20,SABADO,NOCHE,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,9,MULTIPLE,AUTO,MULTIPLE,-58.51140289,-34.65846419
2019-0042,1,2019-05-14,15:00:00,2019,5,14,15,MARTES,DIA,LIMA Y CONSTITUCION,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38211431,-34.62465368
2019-0043,1,2019-05-21,09:00:00,2019,5,21,9,MARTES,DIA,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,1,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.36951669,-34.59832047
2019-0044,1,2019-05-27,12:45:00,2019,5,27,12,LUNES,DIA,BOEDO AV. 650,AVENIDA,5,PEATON-MOTO,PEATON,MOTO,-58.41635217,-34.62036547
2019-0045,1,2019-06-03,07:27:00,2019,6,3,7,LUNES,DIA,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,14,MOTO-CARGAS,MOTO,CARGAS,-58.41316147,-34.57579669
2019-0046,1,2019-06-04,09:00:00,2019,6,4,9,MARTES,DIA,GRAL PAZ Y CABILDO,AUTOPISTA,13,MOTO-AUTO,MOTO,AUTO,-58.47617802,-34.53825652
2019-0047,1,2019-06-06,10:00:00,2019,6,6,10,JUEVES,DIA,CASEROS AV. 1700,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.38641783,-34.63330028
2019-0048,1,2019-06-07,07:00:00,2019,6,7,7,VIERNES,DIA,AVELLANEDA AV. 1548,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS,-58.45322169,-34.62038137
2019-0049,1,2019-06-08,09:20:00,2019,6,8,9,SABADO,DIA,CIUDAD DE LA PAZ Y MENDOZA,CALLE,13,PEATON-CARGAS,PEATON,CARGAS,-58.45849057,-34.56166498
2019-0050,1,2019-06-08,23:35:00,2019,6,8,23,SABADO,NOCHE,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,14,MOTO-CARGAS,MOTO,CARGAS,-58.41829559,-34.59411677
2019-0051,1,2019-06-11,10:00:00,2019,6,11,10,MARTES,DIA,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,4,MOTO-AUTO,MOTO,AUTO,-58.36376488,-34.63832093
2019-0053,1,2019-06-14,17:20:00,2019,6,14,17,VIERNES,DIA,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,8,AUTO-AUTO,AUTO,AUTO,-58.46442668,-34.66004784
2019-0054,1,2019-06-20,03:00:00,2019,6,20,3,JUEVES,NOCHE,GANDARA 2976,CALLE,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.48222035,-34.58428769
2019-0055,1,2019-06-20,19:45:00,2019,6,20,19,JUEVES,NOCHE,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.36819005,-34.60283208
2019-0056,1,2019-06-29,17:16:00,2019,6,29,17,SABADO,DIA,BOYACA AV. 305,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,-58.45877601,-34.62330939
2019-0057,1,2019-07-05,19:00:00,2019,7,5,19,VIERNES,NOCHE,ARTILLEROS Y LA PAMPA,CALLE,13,PEATON-AUTO,PEATON,AUTO,-58.44196498,-34.55760517
2019-0058,1,2019-07-10,09:20:00,2019,7,10,9,MIERCOLES,DIA,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,10,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.50622631,-34.63627822
2019-0059,1,2019-07-13,22:35:00,2019,7,13,22,SABADO,NOCHE,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.3841088,-34.63099197
2019-0060,1,2019-07-17,11:20:00,2019,7,17,11,MIERCOLES,DIA,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,PEATON-AUTO,PEATON,AUTO,-58.48100602,-34.63504312
2019-0061,1,2019-07-17,18:40:00,2019,7,17,18,MIERCOLES,NOCHE,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45200171,-34.5578132
2019-0062,1,2019-08-01,23:00:00,2019,8,1,23,JUEVES,NOCHE,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44462132,-34.56201105
2019-0063,1,2019-08-04,01:30:00,2019,8,4,1,DOMINGO,NOCHE,FOREST AV. Y MAURE,AVENIDA,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45220688,-34.58711712
2019-0064,1,2019-08-06,03:15:00,2019,8,6,3,MARTES,NOCHE,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.4596221,-34.6224514
2019-0065,1,2019-08-08,16:45:00,2019,8,8,16,JUEVES,DIA,BARCO CENTENERA DEL Y TILCARA,CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4197085,-34.65414867
2019-0066,1,2019-08-11,21:15:00,2019,8,11,21,DOMINGO,NOCHE,RIESTRA AV. Y BOLIVAR,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,-58.44187596,-34.64938031
2019-0067,1,2019-08-14,15:00:00,2019,8,14,15,MIERCOLES,DIA,"CASTRO, EMILIO 4706",CALLE,10,MOTO-CARGAS,MOTO,CARGAS,-58.49101637,-34.64276621
2019-0068,1,2019-08-14,17:40:00,2019,8,14,17,MIERCOLES,DIA,27 DE FEBRERO AV. 5600,AVENIDA,8,MOTO-MOTO,MOTO,MOTO,-58.42493829,-34.66256502
2019-0069,1,2019-08-17,05:25:00,2019,8,17,5,SABADO,NOCHE,"GARAY, JUAN DE AV. 2874",AVENIDA,4,MOTO-AUTO,MOTO,AUTO,-58.40489318,-34.62930162
2019-0070,1,2019-08-22,12:30:00,2019,8,22,12,JUEVES,DIA,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,MOTO-BICICLETA,MOTO,BICICLETA,-58.4268668,-34.59217875
2019-0071,1,2019-08-27,11:30:00,2019,8,27,11,MARTES,DIA,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,-58.479611,-34.65620398
2019-0072,1,2019-08-28,06:20:00,2019,8,28,6,MIERCOLES,DIA,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,AUTO-AUTO,AUTO,AUTO,-58.47439934,-34.63524207
2019-0073,1,2019-08-29,01:50:00,2019,8,29,1,JUEVES,NOCHE,ALVAREZ THOMAS AV. 1788,AVENIDA,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.46711912,-34.57926018
2019-0074,1,2019-08-29,09:00:00,2019,8,29,9,JUEVES,DIA,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,MOTO-CARGAS,MOTO,CARGAS,-58.46514781,-34.53465378
2019-0075,1,2019-08-30,23:20:00,2019,8,30,23,VIERNES,NOCHE,SAN ANTONIO Y LUJAN,CALLE,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37571078,-34.65584079
2019-0076,1,2019-09-05,18:00:00,2019,9,5,18,JUEVES,NOCHE,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS,-58.37157668,-34.65429986
2019-0077,1,2019-09-08,03:40:00,2019,9,8,3,DOMINGO,NOCHE,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,PEATON-AUTO,PEATON,AUTO,-58.39811256,-34.58070186
2019-0078,1,2019-09-12,08:25:00,2019,9,12,8,JUEVES,DIA,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.41125934,-34.6541774
2019-0079,1,2019-09-17,05:30:00,2019,9,17,5,MARTES,NOCHE,AGRELO Y COLOMBRES,CALLE,5,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.41822901,-34.61866836
2019-0080,1,2019-09-17,18:40:00,2019,9,17,18,MARTES,NOCHE,"CABILDO AV. y PAZ, GRAL. AV.",AUTOPISTA,13,PEATON-MOTO,PEATON,MOTO,-58.47617802,-34.53825652
2019-0081,1,2019-09-23,16:00:00,2019,9,23,16,LUNES,DIA,ELCANO AV. 4300,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46141281,-34.58623761
2019-0082,1,2019-09-25,07:45:00,2019,9,25,7,MIERCOLES,DIA,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.42985146,-34.6611974
2019-0083,1,2019-09-26,08:00:00,2019,9,26,8,JUEVES,DIA,MONTE Y CORVALAN,CALLE,9,AUTO-AUTO,AUTO,AUTO,-58.48457413,-34.6583909
2019-0084,1,2019-09-27,11:45:00,2019,9,27,11,VIERNES,DIA,TANDIL Y LA FUENTE,CALLE,7,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.46572884,-34.63628186
2019-0085,1,2019-10-09,22:18:00,2019,10,9,22,MIERCOLES,NOCHE,CARDOSO Y BACACAY,CALLE,10,BICICLETA-TREN,BICICLETA,TREN,-58.49261744,-34.6341913
2019-0086,1,2019-10-15,14:10:00,2019,10,15,14,MARTES,DIA,CORRIENTES AV. 6700,AVENIDA,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45283186,-34.5884156
2019-0087,1,2019-10-21,21:00:00,2019,10,21,21,LUNES,NOCHE,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,MOTO-MOTO,MOTO,MOTO,-58.47973681,-34.57418656
2019-0088,1,2019-10-22,20:00:00,2019,10,22,20,MARTES,NOCHE,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40623949,-34.65076549
2019-0089,1,2019-10-23,15:45:00,2019,10,23,15,MIERCOLES,DIA,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.36244648,-34.63107887
2019-0090,1,2019-10-24,18:26:00,2019,10,24,18,JUEVES,NOCHE,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,PEATON-MOTO,PEATON,MOTO,-58.49962423,-34.64868027
2019-0091,1,2019-11-01,20:50:00,2019,11,1,20,VIERNES,NOCHE,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44551437,-34.59559816
2019-0092,1,2019-11-03,10:30:00,2019,11,3,10,DOMINGO,DIA,"BRIN, MINISTRO Y SUAREZ",CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.35608181,-34.63420319
